Model_Title,Model_Name,Model_Description,Model_Type,Model_Download_link_Type,Model_Download_link,VAE_Download_link_Type,VAE_Download_link
R34 r34_e1.ckpt [f9000e4e] (torrent),R34 r34_e1.ckpt [f9000e4e] (torrent),"I yeeted about 30K images and then added 20K back from good artists, and lowered the LR significantly to reflect my batch size, I think it's improved significantly but I didn't save any prompts/settings from epoch0 to compare it with.",model,torrent,magnet:?xt=urn:btih:aa575688ad99cf4bf8e5ee8ab026de9ef61f2d19&dn=r34_e1.ckpt&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.0x.tf%3a6969%2fannounce&tr=udp%3a%2f%2fp4p.arenabg.com%3a1337%2fannounce&tr=udp%3a%2f%2fopen.demonii.com%3a1337%2fannounce&tr=udp%3a%2f%2fmovies.zsw.ca%3a6969%2fannounce&tr=udp%3a%2f%2fipv4.tracker.harry.lu%3a80%2fannounce&tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce&tr=udp%3a%2f%2fbt.oiyo.tk%3a6969%2fannounce&tr=https%3a%2f%2ftracker.nanoha.org%3a443%2fannounce&tr=https%3a%2f%2ftracker.lilithraws.org%3a443%2fannounce,,
R34 r34_e1.ckpt [f9000e4e] (mega),R34 r34_e1.ckpt [f9000e4e] (mega),"I yeeted about 30K images and then added 20K back from good artists, and lowered the LR significantly to reflect my batch size, I think it's improved significantly but I didn't save any prompts/settings from epoch0 to compare it with.",model,mega,https://mega.nz/file/OdxnkAaQ#-9VBG4jyPqlQIcRRnojtNWvhdJQFbmmfGU9I2QGWV5o,,
R34 r34_150k_epoch0-pruned-fp16.ckpt [7dc34283] (torrent),R34 r34_150k_epoch0-pruned-fp16.ckpt [7dc34283] (torrent),"Trained on 150K images from rule34.xxx. 1 epoch.
Tag counts: https://mega.nz/file/UhsWjBCI#XOvN31pil7_g9YgtzpchpJwyOnVHxrE-dlhxBLYku0I",model,torrent,magnet:?xt=urn:btih:a8f34e4f7f0bc5298516082b41b5e920b8cc483c&dn=r34_150k_epoch0-pruned-fp16.ckpt&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.0x.tf%3a6969%2fannounce&tr=udp%3a%2f%2fp4p.arenabg.com%3a1337%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2fopen.demonii.com%3a1337%2fannounce&tr=udp%3a%2f%2fmovies.zsw.ca%3a6969%2fannounce&tr=udp%3a%2f%2fipv4.tracker.harry.lu%3a80%2fannounce&tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce&tr=udp%3a%2f%2fbt2.archive.org%3a6969%2fannounce,,
R34 r34_150k_epoch0.ckpt [7c3721c3] (torrent),R34 r34_150k_epoch0.ckpt [7c3721c3] (torrent),"Trained on 150K images from rule34.xxx. 1 epoch.
Tag counts:https://mega.nz/file/UhsWjBCI#XOvN31pil7_g9YgtzpchpJwyOnVHxrE-dlhxBLYku0II",model,torrent,magnet:?xt=urn:btih:PVTASWQ5GXC4NXGKAZU5LVXJZX3PR6R2&dn=r34_150k_epoch0.ckpt&xl=11142098457&tr=udp%3A%2F%2Ftracker.pomf.se%3A80%2Fannounce,,
R34 r34_150k_epoch0.ckpt [7c3721c3] (mega),R34 r34_150k_epoch0.ckpt [7c3721c3] (mega),"Trained on 150K images from rule34.xxx. 1 epoch.
Tag counts:https://mega.nz/file/UhsWjBCI#XOvN31pil7_g9YgtzpchpJwyOnVHxrE-dlhxBLYku0II",model,mega,https://mega.nz/file/fdpVCZqB#C3G1_Qs9K65oh_9RHIJoiO1eE5Ns07mvqVdVYXq9uoo,,
Gape gape60 [25396b85] (torrent),Gape gape60 [25396b85] (torrent),"60th epoch (120k steps)
gaping/large insertion/other model trained on danbooru, gelbooru, sankaku: all of gaping anus, gaping pussy, large insertion, huge dildo, fisting, prolapse, all the way through + some others.
Info https://rentry.org/gapemodel",model,torrent,magnet:?xt=urn:btih:b892f6e7e6e287ca2ea59d2c575fdf5ae1f82d92&dn=gape60.ckpt&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2F9.rarbg.com%3A2810%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=https%3A%2F%2Fopentracker.i2p.rocks%3A443%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce&tr=udp%3A%2F%2Fvibe.sleepyinternetfun.xyz%3A1738%2Fannounce&tr=udp%3A%2F%2Ftracker2.dler.org%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker1.bt.moack.co.kr%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.zerobytes.xyz%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.zemoj.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.tiny-vps.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.theoks.net%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.swateam.org.uk%3A2710%2Fannounce&tr=udp%3A%2F%2Ftracker.publictracker.xyz%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.pomf.se%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.monitorit4.me%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.moeking.me%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.bt4g.com%3A2095%2Fannounce,,
Gape gape60 [25396b85] (mega),Gape gape60 [25396b85] (mega),"60th epoch (120k steps)
gaping/large insertion/other model trained on danbooru, gelbooru, sankaku: all of gaping anus, gaping pussy, large insertion, huge dildo, fisting, prolapse, all the way through + some others.
Info https://rentry.org/gapemodel",model,mega,https://mega.nz/file/38RxVBiK#ocmQb_ahp078Imfcvc5SrAvJePOqvhNVBKfZIIeP74Q,,
Gape gape22 [d69e1a23] (torrent),Gape gape22 [d69e1a23] (torrent),"Presumably the 22nd epoch.
gaping model trained on sankaku and e621 data: all of gaping_anus, gaping_pussy, large_penetration, fisting, prolapse, etc (some shit omitted). based on yiffy15.
Info https://rentry.org/gapemodel",model,torrent,magnet:?xt=urn:btih:9d7aabfbac88940a0f93b076f3ce30bb4b06b7e8&dn=gape22_yiffy15.ckpt&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2F9.rarbg.com%3A2810%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=https%3A%2F%2Fopentracker.i2p.rocks%3A443%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce&tr=udp%3A%2F%2Ftracker.tiny-vps.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.pomf.se%3A80%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Fopen.demonii.com%3A1337%2Fannounce&tr=udp%3A%2F%2Fmovies.zsw.ca%3A6969%2Fannounce&tr=udp%3A%2F%2Fipv4.tracker.harry.lu%3A80%2Fannounce&tr=udp%3A%2F%2Fexplodie.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Fbt.oiyo.tk%3A6969%2Fannounce&tr=https%3A%2F%2Ftracker.nanoha.org%3A443%2Fannounce&tr=https%3A%2F%2Ftracker.lilithraws.org%3A443%2Fannounce&tr=https%3A%2F%2Ftr.burnabyhighstar.com%3A443%2Fannounce&tr=http%3A%2F%2Ftracker.bt4g.com%3A2095%2Fannounce,,
Gape gape22 [d69e1a23] (mega),Gape gape22 [d69e1a23] (mega),"Presumably the 22nd epoch.
gaping model trained on sankaku and e621 data: all of gaping_anus, gaping_pussy, large_penetration, fisting, prolapse, etc (some shit omitted). based on yiffy15.
Infohttps://rentry.org/gapemodell",model,mega,https://mega.nz/file/29hmjYaA#GDdvgwJKKNFLMiaYA2RpuxFk7ormSrS32c05-s3JJCo,,
Gape gape18 (torrent),Gape gape18 (torrent),"Presumably the 18th epoch.
gaping model trained on e621 data: all of gaping_anus, gaping_pussy, large_penetration, fisting, prolapse, etc (some shit omitted). based on yiffy15.
Info https://rentry.org/gapemodel",model,torrent,magnet:?xt=urn:btih:9c0fac3978e650e0fa18c18ee74dc35479774c08&dn=gape18_yiffy15.ckpt&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2F9.rarbg.com%3A2810%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=https%3A%2F%2Fopentracker.i2p.rocks%3A443%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce&tr=udp%3A%2F%2Ftracker.tiny-vps.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.pomf.se%3A80%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Fopen.demonii.com%3A1337%2Fannounce&tr=udp%3A%2F%2Fmovies.zsw.ca%3A6969%2Fannounce&tr=udp%3A%2F%2Fipv4.tracker.harry.lu%3A80%2Fannounce&tr=udp%3A%2F%2Fexplodie.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Fbt.oiyo.tk%3A6969%2Fannounce&tr=https%3A%2F%2Ftracker.nanoha.org%3A443%2Fannounce&tr=https%3A%2F%2Ftracker.lilithraws.org%3A443%2Fannounce&tr=https%3A%2F%2Ftr.burnabyhighstar.com%3A443%2Fannounce&tr=http%3A%2F%2Ftracker.bt4g.com%3A2095%2Fannounce,,
sd-wikiart-v2.ckpt. [8f32b8df] (torrent),sd-wikiart-v2.ckpt. [8f32b8df] (torrent),"sd-wikiart-v2 is a stable diffusion model that has been fine-tuned on the wikiart dataset to generate artistic images in different style and genres.
The current model has been fine-tuned with a learning rate of 1e-05 for 1 epoch on 81K text-image pairs from wikiart dataset. Only the attention layers of the model are fine-tuned. This is done to avoid catastrophic forgetting, the model can generate artistic images given specific prompts but still retains most of its previous knowledge.

Info https://huggingface.co/valhalla/sd-wikiart-v2",model,torrent,magnet:?xt=urn:btih:474493890c2532031fefc8ba3c44d8fed61f287a&dn=sd-wikiart-v2.ckpt&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2fvibe.sleepyinternetfun.xyz%3a1738%2fannounce&tr=udp%3a%2f%2ftracker2.dler.org%3a80%2fannounce&tr=udp%3a%2f%2ftracker1.bt.moack.co.kr%3a80%2fannounce&tr=udp%3a%2f%2ftracker.zemoj.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.theoks.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.publictracker.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.monitorit4.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.lelux.fi%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.army%3a6969%2fannounce,,
Pachu-Diffusion [54d5d199] (huggingface),Pachu-Diffusion [54d5d199] (huggingface),"This fine-tuned Stable Diffusion v1.5 model was trained for 8000 iterations on the works of Pachu M. Torres. Training was performed using ShivamShrirao/diffusers with full precision, prior-preservation loss, the train-text-encoder feature, and the new 1.5 MSE VAE from Stability AI. A total of 4120 regularization / class images were used. Regularization images were generated using the prompt ""artwork style"", 50 DDIM steps, and a CFG of 7.
Use the tokens pachu artwork style in your prompts for the effect.

Repo https://huggingface.co/ProGamerGov/Pachu-Diffusion",model,huggingface,https://huggingface.co/ProGamerGov/Pachu-Diffusion/resolve/main/pachu_artwork_style_v1_iter8000.ckpt,,
TestFurry_5.ckpt [b1f1855e] (torrent),TestFurry_5.ckpt [b1f1855e] (torrent),"Small model, trained with 40k dataset mixed furry and humans (~15k humans and 25k furry). No censorship, no speech bubbles, no comic strips. Gelbooru/e621 mixed tags. 5 epoch (still not finished but can do good results) NSFW!!
Tags order recommendation - type (furry if furry), character, source, author, race, gender, other description tags.
Trained on up to 225 tags, with penultimate layer (CLIP 2 in AUTO GUI)",model,torrent,magnet:?xt=urn:btih:0c0bbbf3182305d6e7e4707e566f2c60cf4e890f&dn=TestFurry_5.ckpt&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2fvibe.sleepyinternetfun.xyz%3a1738%2fannounce&tr=udp%3a%2f%2ftracker1.bt.moack.co.kr%3a80%2fannounce&tr=udp%3a%2f%2ftracker.zemoj.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.theoks.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.swateam.org.uk%3a2710%2fannounce&tr=udp%3a%2f%2ftracker.publictracker.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.monitorit4.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.lelux.fi%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.army%3a6969%2fannounce,,
cookie_sd_pony_run_a12 float16 [2ce7dcf5] [67ff5385] (direct),cookie_sd_pony_run_a12 float16 [2ce7dcf5] [67ff5385] (direct),"This is the ""Cookie A12"" model.
Trained on 300k Derpibooru images with score.gt:100 for 2172700 steps.

New features;

Improved VAE
Improved CLIP Text Encoder
Generate images at any aspect ratio
Generate any derpibooru artist or OC to high accuracy.
Generate Anthro, Humanized, EqG, Dragon?, whatever exists in derpibooru.
Generate high quality results without ""magic words"" (https://u.smutty.horse/mjzakocpxtf.png)
No censored tags or data, NSFW+SFW.
Note:
Keep CLIP Skip off. The improved CLIP will break if you skip any layers.

Samples:
https://u.smutty.horse/mjzakocpxtf.png
https://drive.google.com/drive/folders/1nOZKI2iXpzjusvlCsZxF7NxKZYjvKOWE?usp=share_link",model,direct,https://sexy.canine.wf/file/furry-ckpt/cookie_sd_pony_run_a12_datasetv5_300k_imgs_fp16.ckpt,,
cookie_sd_pony_run_a12 float16 [2ce7dcf5] [67ff5385] (torrent),cookie_sd_pony_run_a12 float16 [2ce7dcf5] [67ff5385] (torrent),"This is the ""Cookie A12"" model.
Trained on 300k Derpibooru images with score.gt:100 for 2172700 steps.

New features;

Improved VAE
Improved CLIP Text Encoder
Generate images at any aspect ratio
Generate any derpibooru artist or OC to high accuracy.
Generate Anthro, Humanized, EqG, Dragon?, whatever exists in derpibooru.
Generate high quality results without ""magic words"" (https://u.smutty.horse/mjzakocpxtf.png)
No censored tags or data, NSFW+SFW.
Note:
Keep CLIP Skip off. The improved CLIP will break if you skip any layers.

Samples:
https://u.smutty.horse/mjzakocpxtf.pnghttps://drive.google.com/drive/folders/1nOZKI2iXpzjusvlCsZxF7NxKZYjvKOWE?usp=share_linkk",model,torrent,magnet:?xt=urn:btih:54d2d1d8f36d9ee192a3b84e6e6c0ddb68f4e891&dn=cookie_sd_pony_run_a12_datasetv5_300k_imgs_fp16.ckpt&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fvibe.sleepyinternetfun.xyz%3a1738%2fannounce&tr=udp%3a%2f%2ftracker2.dler.org%3a80%2fannounce&tr=udp%3a%2f%2ftracker1.bt.moack.co.kr%3a80%2fannounce&tr=udp%3a%2f%2ftracker.zerobytes.xyz%3a1337%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.theoks.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.swateam.org.uk%3a2710%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.monitorit4.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.lelux.fi%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.encrypted-data.xyz%3a1337%2fannounce&tr=udp%3a%2f%2ftracker.army%3a6969%2fannounce,,
cookie_sd_pony_run_a12 float32 [2ce7dcf5] [67ff5385] (direct),cookie_sd_pony_run_a12 float32 [2ce7dcf5] [67ff5385] (direct),"This is the ""Cookie A12"" model.
Trained on 300k Derpibooru images with score.gt:100 for 2172700 steps.

New features;

Improved VAE
Improved CLIP Text Encoder
Generate images at any aspect ratio
Generate any derpibooru artist or OC to high accuracy.
Generate Anthro, Humanized, EqG, Dragon?, whatever exists in derpibooru.
Generate high quality results without ""magic words"" (https://u.smutty.horse/mjzakocpxtf.png)
No censored tags or data, NSFW+SFW.
Note:
Keep CLIP Skip off. The improved CLIP will break if you skip any layers.

Samples:
https://u.smutty.horse/mjzakocpxtf.pnghttps://drive.google.com/drive/folders/1nOZKI2iXpzjusvlCsZxF7NxKZYjvKOWE?usp=share_linkk",model,direct,https://sexy.canine.wf/file/furry-ckpt/cookie_sd_pony_run_a12_datasetv5_300k_imgs_fp32.ckpt,,
cookie_sd_pony_run_a12 float32 [2ce7dcf5] [67ff5385] (mega),cookie_sd_pony_run_a12 float32 [2ce7dcf5] [67ff5385] (mega),"This is the ""Cookie A12"" model.
Trained on 300k Derpibooru images with score.gt:100 for 2172700 steps.

New features;

Improved VAE
Improved CLIP Text Encoder
Generate images at any aspect ratio
Generate any derpibooru artist or OC to high accuracy.
Generate Anthro, Humanized, EqG, Dragon?, whatever exists in derpibooru.
Generate high quality results without ""magic words"" (https://u.smutty.horse/mjzakocpxtf.png)
No censored tags or data, NSFW+SFW.
Note:
Keep CLIP Skip off. The improved CLIP will break if you skip any layers.

Samples:
https://u.smutty.horse/mjzakocpxtf.pnghttps://drive.google.com/drive/folders/1nOZKI2iXpzjusvlCsZxF7NxKZYjvKOWE?usp=share_linkk",model,mega,https://mega.nz/folder/rIZwEaLZ#AwCpM7Zhu8TFgISQhAE8tw/folder/LRxjWBaJ,,
pony-diffusion pony-diffusion-v2 [5bdc40aa] (mega),pony-diffusion pony-diffusion-v2 [5bdc40aa] (mega),"pony-diffusion is a latent text-to-image diffusion model that has been conditioned on high-quality pony and furry SFW and NSFW images through fine-tuning.
WARNING: Compared to v1 of this model, v2 is much more capable of producing NSFW content so it's recommended to use 'safe' tag in prompt in combination with negative prompt for image features you may want to suppress. v2 model also has a slight 3d bias so negative prompts like '3d' or 'sfm' should be used to better match v1 outputs.

Repo https://huggingface.co/AstraliteHeart/pony-diffusion-v2",model,mega,https://mega.nz/file/Va0Q0B4L#QAkbI2v0CnPkjMkK9IIJb2RZTegooQ8s6EpSm1S4CDk,,
pony-diffusion pony-diffusion-v1 [9070b574] (mega),pony-diffusion pony-diffusion-v1 [9070b574] (mega),"Fine-tuned on top of an early checkpoint of Waifu Diffusion with a learning rate of 5.0e-6 for 4 epochs on approximately 80k pony text-image pairs (using tags from derpibooru) which all have score greater than 500 and belong to categories safe or suggestive.
Info https://huggingface.co/AstraliteHeart/pony-diffusion",model,mega,https://mega.nz/file/ZT1xEKgC#Xxir5udMmU_mKaRZAbBkF247Yk7DqCr01V0pDzSlYI0,,
mio-wd-v1.2-e24-ex-ad [125f9ece] (torrent),mio-wd-v1.2-e24-ex-ad [125f9ece] (torrent),"Small model trained on 500 (aprox) images on Mio (nichijou). 24 epochs.
Info: https://huggingface.co/chavinlo/mio-naganohara-waifu-diffusion",model,torrent,magnet:?xt=urn:btih:MS2YZ762U2IJZBG2GSEADRAA5KAOQCVQ&dn=mio-wd-v1.2-e24-ex-ad&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,
mio-wd-v1.2-e24-ex-ad [125f9ece] (huggingface),mio-wd-v1.2-e24-ex-ad [125f9ece] (huggingface),"Small model trained on 500 (aprox) images on Mio (nichijou). 24 epochs.
Info: https://huggingface.co/chavinlo/mio-naganohara-waifu-diffusion",model,huggingface,https://huggingface.co/chavinlo/mio-naganohara-waifu-diffusion/resolve/main/epoch%3D000023-pruned.ckpt,,
fubuki-ld-v1-e13-ex-ad [2af6d20f] (torrent),fubuki-ld-v1-e13-ex-ad [2af6d20f] (torrent),"Medium model trained on 5,000 images of Fubuki from Hololive. 13 Epochs Pruned, 3.8GB, includes samples.",model,torrent,magnet:?xt=urn:btih:D37QX2URIZ7QWMBCCLMZG6THZF5GLDB2&dn=fubuki-ld-v1-e13-ex-ad&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,
asuka-ld-v1-e4-ex-ad [87074080] (torrent),asuka-ld-v1-e4-ex-ad [87074080] (torrent),"Small model trained on 17,000 images of Asuka from Evangelion. 4 Epochs, Pruned, 3.6GB, does not include samples.",model,torrent,magnet:?xt=urn:btih:4GBOL6SMWLZWT2CBUWVMSF5NCGD47CGZ&dn=asuka-ld-v1-e4-ex-ad&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,
tomoko-kuroki-ld-v1-e20-ex-ad [6095e7ab] (torrent),tomoko-kuroki-ld-v1-e20-ex-ad [6095e7ab] (torrent),"Small model trained on unknown number of images of Tomoko Kuroki. 20 Epochs, Pruned, 3.5GB, does not include samples.",model,torrent,magnet:?xt=urn:btih:3OFJJ76Y2K4W47RJ7EXFKI3BAZPPVTQM&dn=tomoko-kuroki-ld-v1-e20-ex-ad&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,,
BerryMix [19810fe6],BerryMix [19810fe6] (torrent),"If you have already been pickled to satisfaction, perhaps you may try being berried next.
Info https://rentry.org/berrymix",merged,torrent,,,
FreckleGuy's mix,FreckleGuy's mix (torrent),A merge with some anime model and trinart with an old version of the automatic1111 ui,merged,torrent,,,
